,location,size,total_sqft,bath,price,bhk,price_per_sqft
2830,Hennur Road,3 BHK,1186,2,63,3,5311.973019
2831,Kanakpura Road,2 BHK,1230,2,85,2,6910.569106
2832,other,1 BHK,600,1,17,1,2833.333333
2833,Yeshwanthpur,3 BHK,1313,3,96,3,7311.500381
2834,TC Palaya,2 Bedroom,900,2,55,2,6111.111111
2835,Ambalipura,2 BHK,1250,2,66.25,2,5300
2836,HBR Layout,9 Bedroom,1200,6,280,9,23333.33333
2837,Binny Pete,1 BHK,660,1,54,1,8181.818182
2838,Basavangudi,2 BHK,1036,2,105,2,10135.13514
2839,Koramangala,4 BHK,2700,4,450,4,16666.66667
2840,Old Madras Road,2 BHK,1100,2,70,2,6363.636364
2841,BTM 2nd Stage,4 Bedroom,1500,2,450,4,30000
2842,Singasandra,4 Bedroom,525,5,56,4,10666.66667
2843,Electronics City Phase 1,2 BHK,1015,2,56,2,5517.241379
2844,Gottigere,1 Bedroom,812,1,26,1,3201.970443
2845,other,3 BHK,1360,2,65,3,4779.411765
2846,Nehru Nagar,3 BHK,2167,3,170,3,7844.946931
2847,Raja Rajeshwari Nagar,2 BHK,1200,2,35,2,2916.666667
2848,other,2 BHK,1165,2,75,2,6437.76824
2849,BTM 2nd Stage,2 BHK,1274,2,70,2,5494.505495
2850,Raja Rajeshwari Nagar,2 BHK,1151,2,39.02,2,3390.095569
2851,Vidyaranyapura,6 Bedroom,1060,6,110,6,10377.35849
2852,Thubarahalli,3 BHK,1626,2,120,3,7380.073801
2853,Banashankari Stage V,2 BHK,1035,2,35.77,2,3456.038647
2854,other,3 Bedroom,1272,4,75,3,5896.226415
2855,other,2 BHK,965,2,45,2,4663.212435
2856,other,5 Bedroom,1600,5,140,5,8750
2857,Kothannur,2 BHK,1070,2,42.79,2,3999.065421
2858,Raja Rajeshwari Nagar,3 BHK,1570,2,65,3,4140.127389
2859,other,2 BHK,,2,38,2,
2860,other,2 BHK,780,2,25,2,3205.128205
2861,other,3 BHK,1000,2,65,3,6500
2862,9th Phase JP Nagar,4 Bedroom,1200,3,188,4,15666.66667
2863,Tindlu,7 Bedroom,7500,7,400,7,5333.333333
2864,5th Phase JP Nagar,3 BHK,1700,2,100,3,5882.352941
2865,Haralur Road,3 BHK,1850,3,110,3,5945.945946
2866,Kereguddadahalli,2 BHK,904,2,30,2,3318.584071
2867,other,2 BHK,1121,2,43.72,2,3900.089206
2868,7th Phase JP Nagar,3 BHK,1385,2,58.17,3,4200
2869,Sahakara Nagar,2 BHK,1270,2,69.85,2,5500
2870,Kanakpura Road,3 BHK,1450,3,56,3,3862.068966
2871,other,3 Bedroom,2400,4,325,3,13541.66667
2872,Mahadevpura,1 BHK,730,1,35,1,4794.520548
2873,Raja Rajeshwari Nagar,3 BHK,1580,3,53.56,3,3389.873418
2874,Thanisandra,2 BHK,1111,2,50,2,4500.450045
2875,Kengeri,4 Bedroom,1125,2,88,4,7822.222222
2876,Varthur,2 BHK,977,2,36,2,3684.749232
2877,other,2 BHK,674,1,19.9,2,2952.522255
2878,Nagarbhavi,3 Bedroom,600,3,83,3,13833.33333
2879,Sarjapur,4 Bedroom,2540,4,115,4,4527.559055
2880,Jakkur,2 BHK,1290,2,100,2,7751.937984
2881,Kumaraswami Layout,3 Bedroom,600,3,98,3,16333.33333
2882,Abbigere,2 BHK,795,2,32.54,2,4093.081761
2883,Kanakpura Road,2 BHK,700,1,35,2,5000
2884,other,2 BHK,1463,1,142,2,9706.08339
2885,Vijayanagar,3 Bedroom,1000,3,140,3,14000
2886,other,3 BHK,1306,2,58,3,4441.041348
2887,other,3 BHK,2401,3,185,3,7705.122865
2888,Bommenahalli,4 Bedroom,1670,3,135,4,8083.832335
2889,other,3 BHK,1875,2,235,3,12533.33333
2890,Marsur,3 Bedroom,1200,3,90,3,7500
2891,Dodda Nekkundi,3 BHK,1804,3,121,3,6707.317073
2892,1st Phase JP Nagar,3 BHK,2065,4,210,3,10169.49153
2893,Hoskote,3 BHK,1225,3,40,3,3265.306122
2894,Thanisandra,2 BHK,1185.5,2,58.68,2,4949.810207
2895,Bellandur,2 BHK,900,2,56,2,6222.222222
2896,Binny Pete,2 BHK,1350,2,91,2,6740.740741
2897,Kaggalipura,1 BHK,700,1,36,1,5142.857143
2898,Mysore Road,2 BHK,1005,2,35.175,2,3500
2899,Poorna Pragna Layout,2 BHK,1160,2,46.39,2,3999.137931
2900,Hennur Road,3 BHK,1680,3,99.27,3,5908.928571
2901,LB Shastri Nagar,2 BHK,1043,2,55,2,5273.25024
2902,Hoskote,4 Bedroom,1200,4,120,4,10000
2903,Hebbal,2 BHK,1040,2,46,2,4423.076923
2904,Tindlu,3 BHK,1357,2,65,3,4789.977892
2905,other,7 Bedroom,1600,7,104,7,6500
2906,other,2 BHK,1225,2,47,2,3836.734694
2907,other,9 Bedroom,1500,6,80,9,5333.333333
2908,Yelachenahalli,2 BHK,1130,2,40,2,3539.823009
2909,Basavangudi,4 Bedroom,2500,4,150,4,6000
2910,Sultan Palaya,3 BHK,1700,3,120,3,7058.823529
2911,Doddathoguru,3 BHK,1549,3,65,3,4196.255649
2912,Yeshwanthpur,2 BHK,1400,2,100,2,7142.857143
2913,Dodda Nekkundi,2 BHK,1080,2,50,2,4629.62963
2914,Ulsoor,2 BHK,1180,2,100,2,8474.576271
2915,other,7 Bedroom,780,7,150,7,19230.76923
2916,Domlur,3 BHK,1800,3,150,3,8333.333333
2917,Haralur Road,2 BHK,1225,2,67.38,2,5500.408163
2918,other,1 BHK,890,1,75,1,8426.966292
2919,Abbigere,2 BHK,1005,2,39.59,2,3939.303483
2920,Whitefield,2 BHK,1320,2,95,2,7196.969697
2921,Anandapura,4 BHK,1475,2,50,4,3389.830508
2922,other,2 BHK,1110,2,51,2,4594.594595
2923,other,2 Bedroom,1300,2,54,2,4153.846154
2924,other,5 Bedroom,600,3,86,5,14333.33333
2925,Electronic City,2 BHK,1128,2,65.35,2,5793.439716
2926,Jakkur,2 BHK,1452.19,2,100,2,6886.151261
2927,other,3 Bedroom,2400,3,290,3,12083.33333
2928,Banashankari,3 BHK,2600,4,135,3,5192.307692
2929,Sarakki Nagar,3 BHK,2500,4,325,3,13000
2930,Sanjay nagar,2 BHK,630,1,35,2,5555.555556
2931,Hosa Road,2 BHK,1243,2,48.5,2,3901.850362
2932,other,2 BHK,960,2,32,2,3333.333333
2933,other,3 BHK,1690,3,100,3,5917.159763
2934,Whitefield,2 BHK,735,2,35,2,4761.904762
2935,Banaswadi,2 BHK,1365,2,73,2,5347.985348
2936,Rajaji Nagar,5 BHK,2849,5,300,5,10530.01053
2937,Hebbal,2 BHK,1420,2,99.39,2,6999.295775
2938,Somasundara Palya,3 BHK,1570,3,68,3,4331.210191
2939,Bisuvanahalli,2 BHK,850,1,32,2,3764.705882
2940,7th Phase JP Nagar,3 BHK,1575,2,110,3,6984.126984
2941,Thigalarapalya,2 BHK,1418,2,104,2,7334.273625
2942,Uttarahalli,2 BHK,1050,2,42,2,4000
2943,Hennur Road,2 BHK,1065,2,42.6,2,4000
2944,Ulsoor,3 BHK,1340,3,90,3,6716.41791
2945,Yelahanka New Town,3 BHK,1610,3,92,3,5714.285714
2946,Electronic City Phase II,2 BHK,1160,2,33.5,2,2887.931034
2947,Kudlu,2 BHK,1092,2,44,2,4029.304029
2948,Parappana Agrahara,2 BHK,1194,2,47,2,3936.348409
2949,Yelahanka,3 BHK,1455,3,61.5,3,4226.804124
2950,Abbigere,1 BHK,734,1,19.82,1,2700.27248
2951,other,2 BHK,799,2,38,2,4755.944931
2952,Whitefield,3 BHK,1896,3,75,3,3955.696203
2953,Ardendale,2 BHK,1100,2,48,2,4363.636364
2954,Bellandur,2 BHK,1350,2,79,2,5851.851852
2955,other,3 BHK,1355,3,61,3,4501.845018
2956,Electronic City,2 BHK,1128,2,65,2,5762.411348
2957,other,2 Bedroom,1350,2,90,2,6666.666667
2958,Cunningham Road,3 BHK,3875,3,864,3,22296.77419
2959,Kasavanhalli,3 BHK,1493,3,82,3,5492.297388
2960,8th Phase JP Nagar,2 BHK,1098,2,43.91,2,3999.089253
2961,Banashankari,3 BHK,1900,2,170,3,8947.368421
2962,other,3 BHK,1460,3,88,3,6027.39726
2963,Frazer Town,3 BHK,2350,4,285,3,12127.65957
2964,Horamavu Banaswadi,5 Bedroom,1600,5,140,5,8750
2965,Varthur,2 BHK,1091,2,32,2,2933.088909
2966,Yelahanka,2 BHK,1180,2,42,2,3559.322034
2967,Kanakpura Road,2 BHK,1366,3,76.85,2,5625.915081
2968,other,3 BHK,1685,3,95,3,5637.982196
2969,Koramangala,2 BHK,1260,2,100,2,7936.507937
2970,Whitefield,3 Bedroom,3010,3,200,3,6644.518272
2971,Ramamurthy Nagar,3 Bedroom,1330,4,140,3,10526.31579
2972,Mallasandra,2 Bedroom,1200,2,130,2,10833.33333
2973,Whitefield,2 BHK,1346,2,96.17,2,7144.8737
2974,Chandapura,1 BHK,630,1,13.86,1,2200
2975,7th Phase JP Nagar,3 BHK,1850,3,140,3,7567.567568
2976,Frazer Town,5 Bedroom,2350,2,423,5,18000
2977,Electronic City,2 BHK,755,1,34,2,4503.311258
2978,other,5 Bedroom,800,5,98,5,12250
2979,Parappana Agrahara,2 BHK,1194,2,46,2,3852.596315
2980,Whitefield,3 BHK,3850,5,316,3,8207.792208
2981,Hebbal,4 BHK,4235,4,365,4,8618.654073
2982,other,1 Bedroom,800,1,52,1,6500
2983,Rachenahalli,3 BHK,2250,3,195,3,8666.666667
2984,Vijayanagar,2 BHK,1352,2,68,2,5029.585799
2985,Thanisandra,3 BHK,2002,3,112,3,5594.405594
2986,other,4 Bedroom,4000,5,280,4,7000
2987,Kaval Byrasandra,2 BHK,1060,2,45,2,4245.283019
2988,Kanakpura Road,3 BHK,1419.59,2,59,3,4156.129587
2989,Raja Rajeshwari Nagar,2 BHK,1196,2,51.15,2,4276.755853
2990,Electronic City,3 BHK,1220,2,35.24,3,2888.52459
2991,Electronics City Phase 1,3 BHK,1595,3,75,3,4702.194357
2992,Banashankari,2 BHK,1260,2,75,2,5952.380952
2993,Hebbal,2 BHK,1100,2,47,2,4272.727273
2994,Frazer Town,2 BHK,1550,2,140,2,9032.258065
2995,ISRO Layout,2 BHK,1180,2,52,2,4406.779661
2996,Electronic City,4 Bedroom,4000,5,150,4,3750
2997,Akshaya Nagar,3 BHK,1662,3,85,3,5114.320096
2998,Hennur,2 BHK,1285,2,60,2,4669.2607
2999,Akshaya Nagar,4 Bedroom,1080,4,75,4,6944.444444
3000,Ambedkar Nagar,3 BHK,1862,3,119,3,6390.977444
3001,Raja Rajeshwari Nagar,2 BHK,1419,2,48,2,3382.663848
3002,Whitefield,3 BHK,1410,3,43.71,3,3100
3003,Raja Rajeshwari Nagar,3 BHK,1560,2,62.4,3,4000
3004,other,5 Bedroom,1100,4,150,5,13636.36364
3005,Thanisandra,3 BHK,1634,3,78,3,4773.561812
3006,Ambedkar Nagar,5 Bedroom,5530,5,627,5,11338.15552
3007,Whitefield,3 BHK,1150,2,44,3,3826.086957
3008,other,2 BHK,1100,2,53,2,4818.181818
3009,Yelahanka,3 BHK,1616,3,65,3,4022.277228
3010,Nagavarapalya,2 BHK,1392,2,99,2,7112.068966
3011,Jakkur,3 BHK,1798,3,120,3,6674.082314
3012,Babusapalaya,3 BHK,1675,3,75,3,4477.61194
3013,other,2 Bedroom,792,2,70,2,8838.383838
3014,other,5 BHK,2000,4,103,5,5150
3015,other,7 Bedroom,600,7,89,7,14833.33333
3016,Hebbal,3 BHK,1700,3,124,3,7294.117647
3017,Hulimavu,2 BHK,1248,2,69,2,5528.846154
3018,other,2 BHK,1147,2,54,2,4707.93374
3019,Sultan Palaya,2 BHK,1100,2,40,2,3636.363636
3020,Vijayanagar,3 BHK,1527,3,115,3,7531.106745
3021,other,5 Bedroom,2400,5,235,5,9791.666667
3022,Kanakpura Road,1 BHK,525,1,25,1,4761.904762
3023,Kaggadasapura,2 BHK,1100,2,58,2,5272.727273
3024,Seegehalli,2 BHK,1118,2,37.5,2,3354.203936
3025,Kanakapura,3 BHK,1476,3,75,3,5081.300813
3026,other,3 BHK,2100,3,75,3,3571.428571
3027,other,3 BHK,1215,2,46.5,3,3827.160494
3028,Ambalipura,2 BHK,1332,2,79,2,5930.930931
3029,Hennur Road,2 BHK,1350,2,49,2,3629.62963
3030,Kothannur,4 Bedroom,600,4,81,4,13500
3031,Haralur Road,2 BHK,1243,2,46,2,3700.724055
3032,NGR Layout,2 BHK,1105,2,49.73,2,4500.452489
3033,Padmanabhanagar,3 Bedroom,1500,2,200,3,13333.33333
3034,Kasavanhalli,2 BHK,1200,2,50,2,4166.666667
3035,Ramagondanahalli,2 BHK,1251,2,47.4,2,3788.968825
3036,Kambipura,2 BHK,883,2,45,2,5096.262741
3037,Pai Layout,3 BHK,1400,2,67,3,4785.714286
3038,Rajaji Nagar,3 BHK,1800,3,260,3,14444.44444
3039,Hegde Nagar,3 BHK,1703,3,113,3,6635.349383
3040,NRI Layout,5 BHK,2500,5,130,5,5200
3041,Varthur,3 BHK,1250,3,71,3,5680
3042,Jigani,2 BHK,933,2,43,2,4608.788853
3043,other,1 Bedroom,461.82,1,31.7,1,6864.146204
3044,Brookefield,2 BHK,1262,2,75,2,5942.947702
3045,Yelahanka,2 BHK,915,2,48,2,5245.901639
3046,Panathur,3 BHK,1370,2,61.5,3,4489.051095
3047,Malleshpalya,2 BHK,1210,2,55,2,4545.454545
3048,Kodihalli,3 BHK,2392,4,260,3,10869.56522
3049,other,3 Bedroom,1500,2,85,3,5666.666667
3050,other,2 BHK,1065,2,50,2,4694.835681
3051,Rajaji Nagar,4 BHK,3100,4,570,4,18387.09677
3052,Ramamurthy Nagar,3 BHK,1515,3,65,3,4290.429043
3053,Sarjapura - Attibele Road,4 Bedroom,1800,4,110,4,6111.111111
3054,Thanisandra,3 BHK,1445,2,40.31,3,2789.619377
3055,Uttarahalli,3 BHK,1300,2,55,3,4230.769231
3056,Vijayanagar,2 BHK,989,2,60,2,6066.734075
3057,Jakkur,2 BHK,1300,2,85,2,6538.461538
3058,Chandapura,3 BHK,1185,2,30.22,3,2550.21097
3059,Battarahalli,5 Bedroom,1350,3,110,5,8148.148148
3060,Marathahalli,2 BHK,1045,2,60,2,5741.626794
3061,other,2 BHK,1205,2,42.18,2,3500.414938
3062,other,2 BHK,1260,2,75,2,5952.380952
3063,other,5 Bedroom,1320,5,199,5,15075.75758
3064,Ulsoor,3 BHK,1500,2,125,3,8333.333333
3065,Bommanahalli,3 BHK,1250,2,42.5,3,3400
3066,other,2 BHK,1199,2,50,2,4170.141785
3067,Hennur Road,2 BHK,1385,2,83.09,2,5999.277978
3068,other,6 Bedroom,1222,5,250,6,20458.26514
3069,Lakshminarayana Pura,2 BHK,1149,2,75,2,6527.415144
3070,Sarjapur  Road,3 BHK,2180,3,170,3,7798.165138
3071,TC Palaya,8 Bedroom,1200,7,110,8,9166.666667
3072,other,10 BHK,12000,12,525,10,4375
3073,other,5 Bedroom,1200,5,195,5,16250
3074,Hulimavu,3 BHK,1818,3,135,3,7425.742574
3075,other,2 BHK,1070,2,33,2,3084.11215
3076,Rajaji Nagar,3 BHK,1640,3,241,3,14695.12195
3077,Nagarbhavi,3 BHK,1350,2,54.6,3,4044.444444
3078,Chandapura,2 BHK,630,1,27,2,4285.714286
3079,Hoodi,2 BHK,1430,2,113,2,7902.097902
3080,Nagavara,3 BHK,2430,4,180,3,7407.407407
3081,other,6 Bedroom,1500,7,220,6,14666.66667
3082,Sarjapur  Road,2 BHK,1084,2,55,2,5073.800738
3083,Hennur Road,3 BHK,1186,2,56,3,4721.753794
3084,Kengeri,2 BHK,1255,2,50,2,3984.063745
3085,Haralur Road,4 BHK,3400,5,240,4,7058.823529
3086,Hosa Road,3 BHK,1541,3,69.84,3,4532.121999
3087,Iblur Village,4 BHK,3596,5,282,4,7842.046719
3088,Raja Rajeshwari Nagar,2 BHK,1295,2,70,2,5405.405405
3089,Kasavanhalli,3 Bedroom,1000,4,110,3,11000
3090,other,3 BHK,2820,3,285,3,10106.38298
3091,7th Phase JP Nagar,3 BHK,1370,2,54.79,3,3999.270073
3092,Electronic City,2 BHK,1100,2,40,2,3636.363636
3093,Hebbal,4 BHK,4772,6,510,4,10687.34283
3094,Rajaji Nagar,2 BHK,1370,2,170,2,12408.75912
3095,7th Phase JP Nagar,3 BHK,1370,2,54.79,3,3999.270073
3096,JP Nagar,2 BHK,1200,2,62,2,5166.666667
3097,Gunjur,4 Bedroom,2000,3,95,4,4750
3098,9th Phase JP Nagar,4 BHK,3500,4,300,4,8571.428571
3099,2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,5,20000
3100,Kengeri,4 Bedroom,2400,5,253,4,10541.66667
3101,Sarjapur  Road,3 BHK,1220,3,62,3,5081.967213
3102,other,3 Bedroom,1950,3,130,3,6666.666667
3103,Somasundara Palya,2 BHK,1178,2,73,2,6196.943973
3104,Dasanapura,3 BHK,1286,3,61.44,3,4777.604977
3105,Begur Road,2 BHK,1160,2,42,2,3620.689655
3106,Jigani,2 BHK,918,2,55,2,5991.285403
3107,Electronic City,3 BHK,1563,3,91.84,3,5875.879718
3108,other,2 BHK,1326,2,62.17,2,4688.536953
3109,other,3 BHK,1350,2,140,3,10370.37037
3110,Hebbal,4 BHK,3960,5,386,4,9747.474747
3111,Begur Road,2 BHK,1240,2,39.06,2,3150
3112,Kaggadasapura,2 BHK,1325,2,50,2,3773.584906
3113,Sonnenahalli,2 BHK,1100,2,44,2,4000
3114,Cunningham Road,3 BHK,3875,3,800,3,20645.16129
3115,Gollarapalya Hosahalli,3 BHK,1605,3,50,3,3115.264798
3116,Hennur Road,5 BHK,5600,5,515,5,9196.428571
3117,Somasundara Palya,2 BHK,1260,2,60,2,4761.904762
3118,Hoodi,3 BHK,1553,3,83.09,3,5350.289762
3119,Whitefield,2 BHK,1280,2,52,2,4062.5
3120,Hebbal,3 BHK,1550,2,75,3,4838.709677
3121,Arekere,3 BHK,1445,2,125,3,8650.519031
3122,Murugeshpalya,3 BHK,1550,3,74,3,4774.193548
3123,Electronics City Phase 1,3 BHK,1515,2,80.91,3,5340.594059
3124,Hosa Road,3 BHK,1332,2,86.12,3,6465.465465
3125,Electronic City,3 BHK,1652,3,70,3,4237.288136
3126,Hegde Nagar,3 BHK,1570,3,105,3,6687.898089
3127,Sarjapur  Road,4 Bedroom,5400,4,725,4,13425.92593
3128,Sector 2 HSR Layout,1 BHK,794,1,60,1,7556.675063
3129,Seegehalli,3 Bedroom,1200,2,62,3,5166.666667
3130,7th Phase JP Nagar,4 Bedroom,3600,3,410,4,11388.88889
3131,Hosakerehalli,3 Bedroom,1200,3,175,3,14583.33333
3132,JP Nagar,4 BHK,1650,3,220,4,13333.33333
3133,other,4 Bedroom,600,2,85,4,14166.66667
3134,HRBR Layout,3 BHK,2800,3,250,3,8928.571429
3135,Sarjapur  Road,3 BHK,1750,3,110,3,6285.714286
3136,Hebbal,2 BHK,1053,2,48,2,4558.404558
3137,Kanakpura Road,3 BHK,1100,3,53,3,4818.181818
3138,Kadubeesanahalli,3 BHK,1665,3,70,3,4204.204204
3139,other,4 Bedroom,4051,4,345,4,8516.4157
3140,Malleshwaram,4 Bedroom,5500,5,1500,4,27272.72727
3141,Bommasandra,3 BHK,1447,3,80,3,5528.680028
3142,Balagere,2 BHK,1012,2,75,2,7411.067194
3143,Malleshpalya,3 BHK,1900,3,60,3,3157.894737
3144,Narayanapura,2 BHK,1308,2,92.66,2,7084.097859
3145,Green Glen Layout,4 BHK,3250,4,230,4,7076.923077
3146,Hormavu,1 BHK,1351,2,53,1,3923.019985
3147,Electronic City,2 BHK,1000,2,22,2,2200
3148,other,4 Bedroom,1200,4,350,4,29166.66667
3149,Gunjur,2 BHK,1140,2,49.11,2,4307.894737
3150,Jakkur,4 BHK,3181,4,260.5,4,8189.248664
3151,Uttarahalli,3 BHK,1250,2,55,3,4400
3152,Kanakapura,3 BHK,1290,3,45.15,3,3500
3153,Ambedkar Nagar,2 BHK,1424,2,90,2,6320.224719
3154,Garudachar Palya,3 BHK,1320,2,60.6,3,4590.909091
3155,Akshaya Nagar,3 BHK,1662,3,85.5,3,5144.404332
3156,other,5 BHK,8321,5,2700,5,32448.02307
3157,Begur Road,2 BHK,1200,2,45,2,3750
3158,Koramangala,3 BHK,1975,3,210,3,10632.91139
3159,Garudachar Palya,3 BHK,1295,2,59.5,3,4594.594595
3160,Battarahalli,3 BHK,1777,3,100,3,5627.462015
3161,Kadugodi,3 BHK,1900,3,108,3,5684.210526
3162,Anandapura,3 BHK,1576,3,59.1,3,3750
3163,Sompura,2 BHK,1020,2,41,2,4019.607843
3164,other,3 BHK,2100,3,170,3,8095.238095
3165,Raja Rajeshwari Nagar,1 BHK,648,1,31.75,1,4899.691358
3166,Neeladri Nagar,3 BHK,1167,2,38,3,3256.212511
3167,other,7 Bedroom,1000,7,160,7,16000
3168,Hoodi,2 BHK,1220,2,50.89,2,4171.311475
3169,Kogilu,3 BHK,2350,5,327,3,13914.89362
3170,Vittasandra,2 BHK,1259,2,67.4,2,5353.455123
3171,Gottigere,4 Bedroom,2000,4,82,4,4100
3172,8th Phase JP Nagar,3 BHK,1800,3,80,3,4444.444444
3173,other,3 BHK,1991,3,160,3,8036.162732
3174,Bannerghatta,3 BHK,1665,3,110,3,6606.606607
3175,other,2 BHK,1234,2,61,2,4943.273906
3176,Mysore Road,3 BHK,1340,2,64.31,3,4799.253731
3177,Banashankari,2 BHK,1170,2,46.79,2,3999.145299
3178,Electronics City Phase 1,2 BHK,995,2,46,2,4623.115578
3179,Old Airport Road,2 BHK,1075,2,60,2,5581.395349
3180,Electronic City,2 BHK,1025,2,54.5,2,5317.073171
3181,Rachenahalli,3 BHK,2721,3,113,3,4152.884969
3182,Thanisandra,3 BHK,2000,3,99,3,4950
3183,Whitefield,4 BHK,2500,4,155,4,6200
3184,Mallasandra,2 BHK,1325,2,70,2,5283.018868
3185,Kadugodi,2 BHK,1314,2,68.2,2,5190.258752
3186,Kanakpura Road,3 BHK,2265,3,136,3,6004.415011
3187,7th Phase JP Nagar,7 Bedroom,4800,7,170,7,3541.666667
3188,Yelahanka,2 BHK,1026,2,41,2,3996.101365
3189,other,3 BHK,1200,3,66,3,5500
3190,other,3 BHK,2220,4,65,3,2927.927928
3191,KR Puram,2 BHK,1192.5,2,51.22,2,4295.178197
3192,Hebbal,2 BHK,1420,2,99.39,2,6999.295775
3193,Sarjapur  Road,3 BHK,1888,4,95,3,5031.779661
3194,JP Nagar,2 BHK,1300,2,90.87,2,6990
3195,Rajaji Nagar,2 BHK,1216,2,97.16,2,7990.131579
3196,other,4 Bedroom,3000,4,342,4,11400
3197,Begur,3 BHK,1559,3,63,3,4041.051956
3198,Harlur,2 BHK,1290,2,87,2,6744.186047
3199,other,6 Bedroom,2400,6,245,6,10208.33333
3200,Whitefield,1 BHK,905,1,55,1,6077.348066
3201,other,2 BHK,1069,2,55,2,5144.995323
3202,Sarjapura - Attibele Road,2 BHK,829,2,22.8,2,2750.301568
3203,Koramangala,2 BHK,1900,2,200,2,10526.31579
3204,other,5 Bedroom,,5,140,5,
3205,Sarjapur  Road,3 BHK,1300,3,60,3,4615.384615
3206,Channasandra,2 BHK,1115,2,33.45,2,3000
3207,Rajaji Nagar,3 BHK,2409,3,360,3,14943.96015
3208,Ambedkar Nagar,3 BHK,2150,4,125,3,5813.953488
3209,Marathahalli,3 BHK,1305,2,69,3,5287.356322
3210,Kanakpura Road,2 BHK,1252,2,56.32,2,4498.402556
3211,Hosakerehalli,5 Bedroom,2400,5,250,5,10416.66667
3212,Whitefield,2 Bedroom,1200,2,46.13,2,3844.166667
3213,Koramangala,3 BHK,1750,3,130,3,7428.571429
3214,Electronic City Phase II,2 BHK,545,1,35,2,6422.018349
3215,other,2 Bedroom,1375,2,105,2,7636.363636
3216,Subramanyapura,2 BHK,1313,2,66.5,2,5064.737243
3217,Attibele,4 Bedroom,3640,4,275,4,7554.945055
3218,other,3 BHK,1693,3,108,3,6379.208506
3219,other,2 BHK,1160,2,41.75,2,3599.137931
3220,other,3 Bedroom,1200,3,200,3,16666.66667
3221,Subramanyapura,3 BHK,1255,2,79,3,6294.820717
3222,KR Puram,4 Bedroom,1000,4,75,4,7500
3223,other,2 BHK,900,2,45,2,5000
3224,Yelahanka New Town,3 BHK,1700,3,90,3,5294.117647
3225,Indira Nagar,3 BHK,1875,3,180,3,9600
3226,Uttarahalli,3 BHK,1700,3,88,3,5176.470588
3227,Harlur,3 BHK,1749,3,115,3,6575.18582
3228,Dasanapura,2 Bedroom,1500,3,65,2,4333.333333
3229,other,2 BHK,1175,2,48,2,4085.106383
3230,Akshaya Nagar,2 BHK,1280,2,60,2,4687.5
3231,other,2 BHK,1200,2,50,2,4166.666667
3232,Ramagondanahalli,3 BHK,1610,2,115,3,7142.857143
3233,Electronic City,2 BHK,1070,2,46,2,4299.065421
3234,TC Palaya,2 Bedroom,1200,2,66,2,5500
3235,9th Phase JP Nagar,2 BHK,1127,2,50,2,4436.557232
3236,Indira Nagar,2 BHK,1210,2,102,2,8429.752066
3237,other,2 BHK,600,2,23,2,3833.333333
3238,Thigalarapalya,4 BHK,4190,4,380,4,9069.212411
3239,other,2 BHK,1364,2,70,2,5131.964809
3240,Whitefield,4 BHK,2268,3,146,4,6437.389771
3241,other,3 BHK,1150,2,77.5,3,6739.130435
3242,other,2 BHK,1146,2,39.5,2,3446.771379
3243,Magadi Road,2 BHK,1345,2,55,2,4089.219331
3244,other,2 BHK,1110,2,41,2,3693.693694
3245,Kengeri,2 BHK,750,2,36,2,4800
3246,other,2 BHK,1156,2,49.5,2,4282.00692
3247,Pattandur Agrahara,2 BHK,1247,2,59.8,2,4795.509222
3248,other,2 BHK,1058,2,60,2,5671.077505
3249,Kaggalipura,2 BHK,950,2,48,2,5052.631579
3250,Vasanthapura,2 BHK,420,2,35,2,8333.333333
3251,other,4 Bedroom,600,2,90,4,15000
3252,Vijayanagar,3 BHK,1520,2,103,3,6776.315789
3253,Marathahalli,2 BHK,1215,2,58.86,2,4844.444444
3254,other,1 BHK,900,1,30,1,3333.333333
3255,Hennur Road,3 BHK,2350,3,174,3,7404.255319
3256,Thanisandra,2 BHK,1050,2,46,2,4380.952381
3257,other,3 BHK,1672,3,150,3,8971.291866
3258,Laggere,5 Bedroom,2800,5,125,5,4464.285714
3259,other,3 BHK,1500,2,65,3,4333.333333
3260,other,2 BHK,1400,2,65,2,4642.857143
3261,Whitefield,4 Bedroom,,4,378,4,
3262,8th Phase JP Nagar,4 Bedroom,2700,4,130,4,4814.814815
3263,Bommasandra,2 BHK,920,2,37.46,2,4071.73913
3264,Sarjapur  Road,3 Bedroom,1200,3,70,3,5833.333333
3265,other,3 BHK,1250,3,139,3,11120
3266,Hosakerehalli,3 BHK,1817,4,153,3,8420.473308
3267,Cooke Town,5 Bedroom,2043,6,375,5,18355.35977
3268,HSR Layout,2 BHK,1140,2,46,2,4035.087719
3269,Yelahanka,4 Bedroom,4346,4,450,4,10354.34883
3270,Haralur Road,2 BHK,1464,2,56,2,3825.136612
3271,other,2 BHK,1468,3,130,2,8855.585831
3272,Electronics City Phase 1,3 BHK,1555,2,82,3,5273.311897
3273,Munnekollal,6 Bedroom,1200,4,110,6,9166.666667
3274,Whitefield,2 BHK,1150,2,55,2,4782.608696
3275,Kadubeesanahalli,2 BHK,970,2,35,2,3608.247423
3276,Banashankari,4 BHK,2500,4,95,4,3800
3277,other,2 BHK,1166,2,53,2,4545.454545
3278,Konanakunte,3 Bedroom,2779,3,317,3,11406.98093
3279,Electronic City,3 BHK,1350,3,58,3,4296.296296
